residential_building_id,room_id,school,major,vaccination,incubation_period,S_to_E,Ip_to_I,infection_period,I_to_R,health_level
20,12,4,46,0,11133,0,0,7354,0,0.97693531
20,12,4,45,0,3684,0,0,8459,0,0.90953748
20,13,4,45,0,8062,0,0,6409,0,0.85763814
20,13,4,46,0,5110,0,0,7343,0,1.1005882
20,13,4,45,0,6611,0,0,10092,0,1.01041265
20,13,4,46,0,7463,0,0,12420,0,0.95960456
20,14,4,46,0,9807,0,0,11028,0,1.17050291
20,14,4,45,0,12019,0,0,11548,0,1.05067424
20,14,4,46,0,4531,0,0,12617,0,0.954396
20,14,4,45,0,8743,0,0,15059,0,0.85821696
20,15,4,45,0,7758,0,0,12284,0,0.94319611
20,15,4,46,0,4909,0,0,10478,0,1.02325454
20,15,4,46,0,4195,0,0,10232,0,1.03723956
20,15,4,45,0,9906,0,0,11949,0,0.95137506
20,16,4,45,0,3832,0,0,8658,0,0.98108557
20,16,4,45,0,8097,0,0,11285,0,0.96643599
20,16,4,46,0,6811,0,0,11584,0,1.06836886
20,16,4,45,0,3884,0,0,10650,0,0.85096862
20,17,4,46,0,5024,0,0,12983,0,0.94496537
20,17,4,45,0,8821,0,0,7675,0,1.13725677
20,17,4,45,0,5587,0,0,13123,0,0.870523
20,17,4,45,0,5272,0,0,8253,0,1.04006332
20,18,4,46,0,6716,0,0,12998,0,1.22759924
20,18,4,45,0,6107,0,0,11325,0,0.95383631
20,18,4,45,0,4083,0,0,13377,0,1.07333784
20,18,4,45,0,4219,0,0,12336,0,0.98669611
20,19,4,46,0,8542,0,0,14234,0,1.04165069
20,19,4,46,0,9517,0,0,8853,0,0.92913803
20,19,4,46,0,8148,0,0,8354,0,1.15630809
20,19,4,46,0,10046,0,0,9503,0,0.97438654
20,20,4,45,0,8099,0,0,5199,0,1.02369951
20,20,4,45,0,3541,0,0,11136,0,1.03090083
20,20,4,46,0,4764,0,0,20617,0,1.01543413
20,20,4,45,0,4401,0,0,11592,0,0.92521866
20,21,4,46,0,4923,0,0,17054,0,1.00829995
20,21,4,46,0,3904,0,0,9976,0,1.10986035
20,21,4,46,0,16419,0,0,7198,0,0.92065121
20,21,4,46,0,6817,0,0,13439,0,1.03021739
20,22,4,45,0,8467,0,0,9765,0,0.92442186
20,22,4,46,0,5832,0,0,14425,0,1.02039943
20,22,4,45,0,6172,0,0,12570,0,1.00091357
20,22,4,46,0,5566,0,0,11178,0,0.97502352
20,23,4,45,0,11397,0,0,15053,0,1.06322915
20,23,4,45,0,4620,0,0,10913,0,0.89100225
20,23,4,46,0,13527,0,0,8501,0,1.02810181
20,23,4,45,0,4620,0,0,13219,0,1.07777311
20,24,4,45,0,3622,0,0,12687,0,0.9771199
20,24,4,46,0,3953,0,0,10080,0,0.95664357
20,24,4,45,0,8684,0,0,13015,0,0.95304573
20,24,4,45,0,14596,0,0,17243,0,1.00536501
20,25,4,45,0,7850,0,0,9093,0,0.99584447
20,25,4,45,0,7897,0,0,11182,0,0.88949537
20,25,4,46,0,3584,0,0,13131,0,0.93457195
20,25,4,45,0,13610,0,0,8998,0,0.99398989
20,26,4,46,0,5466,0,0,10636,0,0.9138988
20,26,4,45,0,8055,0,0,11352,0,0.94787062
20,26,4,46,0,9369,0,0,13746,0,0.99086145
20,26,4,46,0,14480,0,0,13448,0,0.99945407
20,27,4,45,0,7550,0,0,9590,0,0.90884911
20,27,4,46,0,7957,0,0,14702,0,1.01510739
20,27,4,45,0,7962,0,0,11427,0,1.01221238
20,27,4,45,0,5704,0,0,15834,0,1.23507665
20,28,4,46,0,8936,0,0,9097,0,1.14788266
20,28,4,45,0,7310,0,0,10053,0,0.95970901
20,28,4,46,0,6114,0,0,12899,0,0.99803849
20,28,4,45,0,8251,0,0,9021,0,0.95551182
20,29,4,45,0,6807,0,0,11211,0,0.96466469
20,29,4,45,0,6795,0,0,13531,0,1.0136043
20,29,4,45,0,8440,0,0,9577,0,0.89208001
20,29,4,46,0,6831,0,0,9258,0,1.12001729
20,30,4,46,0,9722,0,0,11044,0,0.99730549
20,30,4,46,0,4003,0,0,14533,0,0.96957016
20,30,4,45,0,8891,0,0,6927,0,1.2229694
20,30,8,73,0,11208,0,0,11409,0,1.29586687
20,31,8,73,0,8881,0,0,9277,0,0.94246361
20,31,8,73,0,7042,0,0,12287,0,1.1932752
20,31,8,73,0,9638,0,0,8334,0,0.97458789
20,31,8,73,0,5792,0,0,10662,0,1.26134253
20,32,8,73,0,5076,0,0,11417,0,0.98628635
20,32,8,73,0,5412,0,0,10931,0,1.07804726
20,32,8,73,0,6381,0,0,8850,0,1.0830876
20,32,8,73,0,5117,0,0,9208,0,0.93940752
20,33,8,73,0,6959,0,0,8856,0,0.95196501
20,33,8,73,0,7608,0,0,8115,0,1.18849314
20,33,8,73,0,10935,0,0,9337,0,0.81540383
20,33,8,73,0,8743,0,0,15720,0,0.97134854
20,34,8,73,0,8323,0,0,10152,0,0.98210945
20,34,8,73,0,3961,0,0,16751,0,1.14190483
20,34,8,73,0,10846,0,0,8281,0,0.92712784
20,34,8,73,0,5209,0,0,8488,0,0.81534607
20,35,8,73,0,9447,0,0,7526,0,0.87170153
20,35,8,73,0,8461,0,0,9495,0,1.08696593
20,35,8,73,0,13127,0,0,11219,0,0.93260087
20,35,8,73,0,7615,0,0,13845,0,0.89979802
20,36,8,73,0,8167,0,0,13867,0,1.01387915
20,36,8,73,0,7682,0,0,17286,0,0.90479998
20,36,8,73,0,6186,0,0,10828,0,0.92508197
20,36,8,73,0,8939,0,0,8871,0,0.99952255
20,37,8,73,0,5344,0,0,12692,0,1.06004903
20,37,8,73,0,10013,0,0,10876,0,1.02790054
20,37,8,73,0,8634,0,0,7921,0,1.06517841
20,37,8,73,0,7489,0,0,10483,0,1.18019779
20,38,8,73,0,4560,0,0,9797,0,0.92418482
20,38,8,73,0,11485,0,0,11056,0,1.07215779
20,38,8,73,0,6332,0,0,16009,0,1.02817533
20,38,8,73,0,5897,0,0,7485,0,1.07028491
20,39,8,73,0,6824,0,0,10235,0,0.95011212
20,39,8,73,0,4289,0,0,10529,0,1.09110286
20,39,8,73,0,8105,0,0,13132,0,0.95848462
20,39,8,73,0,7557,0,0,8257,0,0.94967009
20,40,8,73,0,4008,0,0,12952,0,1.01355498
20,40,8,73,0,5915,0,0,9459,0,1.03874013
20,40,8,73,0,6624,0,0,13242,0,1.05476776
20,40,8,73,0,3818,0,0,12054,0,1.06039442
20,41,8,73,0,9464,0,0,11809,0,0.9886329
20,41,9,78,0,8909,0,0,18163,0,1.04137525
20,41,9,77,0,12190,0,0,15381,0,1.01651165
20,41,9,77,0,5536,0,0,10339,0,1.04786571
20,42,9,77,0,8519,0,0,7617,0,1.00646401
20,42,4,48,0,5202,0,0,14510,0,0.94657309
20,42,4,47,0,5160,0,0,17180,0,0.81945007
20,42,4,47,0,7612,0,0,9741,0,0.99271295
20,43,4,47,0,3288,0,0,11909,0,1.0757813
20,43,4,47,0,4544,0,0,10801,0,1.03278219
20,43,4,48,0,9737,0,0,13890,0,1.09411985
20,43,4,47,0,11824,0,0,13428,0,1.04252556
20,44,4,47,0,10155,0,0,8914,0,1.00377536
20,44,4,47,0,7695,0,0,8606,0,1.1832454
20,44,4,47,0,7483,0,0,9195,0,0.8915078
20,44,4,47,0,8692,0,0,10367,0,1.03517374
20,45,4,47,0,15678,0,0,8782,0,1.26350554
20,45,4,47,0,7838,0,0,8557,0,0.89252286
20,45,4,48,0,9052,0,0,18325,0,0.93629238
20,45,4,48,0,4603,0,0,8805,0,1.02068623
20,46,4,47,0,7584,0,0,17520,0,0.94831695
20,46,4,47,0,3034,0,0,13361,0,1.31046365
20,46,4,48,0,5383,0,0,9911,0,0.92358183
20,46,4,48,0,8506,0,0,14300,0,1.17186144
20,47,4,48,0,5394,0,0,8929,0,1.01634121
20,47,4,47,0,3679,0,0,11667,0,1.01384397
20,47,4,47,0,8566,0,0,15187,0,1.04906646
20,47,4,47,0,17382,0,0,8167,0,0.99976072
20,48,4,47,0,4233,0,0,13584,0,1.01772448
20,48,4,47,0,7458,0,0,11900,0,1.0110408
20,48,4,48,0,7254,0,0,9700,0,1.04497121
20,48,4,47,0,6102,0,0,12676,0,0.96397682
20,49,4,47,0,5824,0,0,12277,0,0.90907354
20,49,4,48,0,4870,0,0,8133,0,0.94801625
20,49,4,47,0,7999,0,0,8729,0,1.05724318
20,49,4,48,0,3313,0,0,11385,0,1.0855482
20,50,4,47,0,6875,0,0,8031,0,0.85833119
20,50,4,47,0,10629,0,0,14766,0,1.11847376
20,50,4,48,0,12170,0,0,12776,0,1.09958779
20,50,4,48,0,4013,0,0,10697,0,1.08682483
20,51,4,47,0,17198,0,0,11375,0,1.03141797
20,51,4,48,0,10013,0,0,11247,0,0.87935473
20,51,4,47,0,5327,0,0,13397,0,0.91090958
20,51,4,48,0,4333,0,0,14221,0,1.26900344
20,52,4,48,0,4956,0,0,11846,0,1.02026522
20,52,4,48,0,8430,0,0,11554,0,0.94676054
20,52,4,47,0,4023,0,0,9134,0,0.91157727
20,52,4,47,0,6675,0,0,13856,0,0.97570839
20,53,4,48,0,5044,0,0,12775,0,0.96929996
20,53,4,48,0,8953,0,0,8776,0,0.87681737
20,53,4,48,0,3705,0,0,15389,0,1.05524603
20,53,4,48,0,3725,0,0,17450,0,1.10534279
20,54,4,47,0,10393,0,0,14759,0,1.1755737
20,54,4,47,0,13688,0,0,15708,0,1.11804183
20,54,4,48,0,10597,0,0,15903,0,1.05901588
20,54,4,47,0,11192,0,0,10550,0,0.9016737
20,55,4,48,0,10665,0,0,6240,0,1.09619887
20,55,4,48,0,5662,0,0,9225,0,1.16082199
20,55,4,47,0,8536,0,0,12988,0,1.01124251
20,55,4,48,0,4735,0,0,10242,0,0.95559851
20,56,4,47,0,6652,0,0,12138,0,0.94563739
20,56,4,47,0,5523,0,0,13972,0,0.98781404
20,56,4,48,0,3484,0,0,7442,0,1.03811982
20,56,4,48,0,4389,0,0,7172,0,0.98512542
20,57,4,47,0,13349,0,0,12397,0,0.89240279
20,57,4,47,0,18736,0,0,11748,0,1.0736831
20,57,4,47,0,7165,0,0,16955,0,0.98837606
20,57,4,48,0,9031,0,0,9495,0,0.95412053
20,58,4,47,0,12909,0,0,13673,0,1.07802016
20,58,4,48,0,4243,0,0,11322,0,0.87861044
20,58,4,47,0,6097,0,0,14028,0,1.07766073
20,58,4,47,0,5823,0,0,11421,0,0.98182046
20,59,4,47,0,6009,0,0,14377,0,1.14409767
20,59,4,48,0,9731,0,0,15423,0,0.91558905
20,59,4,47,0,4729,0,0,15936,0,1.35412623
20,59,4,47,0,10366,0,0,9653,0,1.05884584
20,60,4,47,0,5635,0,0,6904,0,0.99402276
20,60,4,48,0,7125,0,0,12602,0,1.49508799
20,60,4,48,0,7624,0,0,7721,0,1.13952126
20,60,4,48,0,9958,0,0,16993,0,1.05485002
20,61,4,48,0,4330,0,0,9426,0,1.13850689
20,61,4,47,0,4308,0,0,12964,0,0.9159367
20,61,4,47,0,5275,0,0,7771,0,1.16399156
20,61,4,48,0,5997,0,0,7340,0,0.86433284
20,62,4,47,0,4340,0,0,12321,0,0.93999091
20,62,4,48,0,5108,0,0,9844,0,0.93392521
20,62,4,48,0,4090,0,0,11185,0,1.05399279
20,62,4,48,0,6301,0,0,6995,0,1.03637104
20,63,4,48,0,8820,0,0,11981,0,0.90813632
20,63,4,47,0,5316,0,0,15399,0,0.86625535
20,63,4,48,0,5565,0,0,9880,0,0.89277481
20,63,4,47,0,10052,0,0,10635,0,0.92343319
20,64,4,48,0,10422,0,0,8331,0,0.87436805
20,64,4,47,0,16592,0,0,7814,0,1.20211928
20,64,4,47,0,9943,0,0,8945,0,1.02524324
20,64,4,48,0,3246,0,0,13328,0,1.00392133
20,65,4,47,0,4493,0,0,10144,0,0.90547592
20,65,4,47,0,12942,0,0,13089,0,0.88247142
20,65,4,48,0,6517,0,0,16342,0,0.95883262
20,65,4,47,0,8031,0,0,12117,0,0.9150579
20,66,4,47,0,7265,0,0,17836,0,0.97423856
20,66,4,47,0,3224,0,0,10841,0,1.1741405
20,66,4,47,0,10317,0,0,13641,0,1.01385395
20,66,4,48,0,3093,0,0,11548,0,0.97732023
20,67,4,47,0,10610,0,0,9452,0,0.98889407
20,67,4,48,0,3194,0,0,6823,0,1.07832392
20,67,4,47,0,5542,0,0,4986,0,0.89882075
20,67,4,48,0,9390,0,0,10372,0,1.17243564
20,68,4,48,0,7826,0,0,8934,0,1.01279416
20,68,4,47,0,4031,0,0,8944,0,1.19376543
20,68,4,48,0,4679,0,0,9254,0,0.93982242
20,68,4,47,0,5340,0,0,11846,0,0.94980464
20,69,4,47,0,4317,0,0,7741,0,1.10940175
20,69,4,48,0,3624,0,0,13067,0,1.07269112
20,69,4,47,0,8827,0,0,10417,0,1.03172632
20,69,4,48,0,5411,0,0,8995,0,1.08485706
20,70,4,47,0,6648,0,0,9868,0,0.894158
20,70,4,47,0,3495,0,0,6461,0,1.18535593
20,70,4,47,0,12005,0,0,9634,0,0.95201709
20,70,4,47,0,8248,0,0,9645,0,0.87341911
20,71,4,48,0,8724,0,0,11208,0,1.08736668
20,71,4,48,0,7010,0,0,11310,0,0.94798459
20,71,4,48,0,7515,0,0,14551,0,0.92605598
20,71,4,47,0,4514,0,0,8766,0,1.23626547
20,72,4,48,0,10717,0,0,18829,0,0.96293252
20,72,4,47,0,14603,0,0,9765,0,0.91495548
20,72,4,47,0,6722,0,0,9462,0,0.96743946
20,72,4,48,0,6088,0,0,6738,0,0.92524999
20,73,4,47,0,7453,0,0,14473,0,0.98362279
20,73,4,47,0,7999,0,0,16067,0,1.07001045
20,73,4,48,0,13421,0,0,11419,0,1.09925699
20,73,4,47,0,9980,0,0,11399,0,1.11334678
20,74,4,48,0,6046,0,0,12904,0,1.08259459
20,74,4,47,0,7594,0,0,10740,0,1.05514832
20,74,4,47,0,5718,0,0,13992,0,1.06139877
20,74,4,48,0,10640,0,0,10463,0,1.12464736
20,75,4,47,0,9458,0,0,18006,0,0.87356272
20,75,4,47,0,9553,0,0,8032,0,1.21186988
20,75,4,48,0,8008,0,0,9874,0,0.93119032
20,75,6,64,0,2933,0,0,10962,0,1.25257154
20,76,6,63,0,7270,0,0,17344,0,1.02758288
20,76,6,63,0,3687,0,0,9508,0,0.99334125
20,76,6,63,0,5724,0,0,11522,0,0.97016612
20,76,6,63,0,8595,0,0,8048,0,1.05096688
20,77,6,64,0,7664,0,0,16937,0,1.08547556
20,77,6,63,0,14149,0,0,13508,0,1.1281701
20,77,6,63,0,8505,0,0,12669,0,0.94815405
20,77,6,63,0,5899,0,0,9539,0,1.0633056
20,78,6,63,0,6659,0,0,10718,0,0.91853061
20,78,6,63,0,6612,0,0,11603,0,1.04015328
20,78,6,63,0,5286,0,0,13561,0,1.11695383
20,78,6,63,0,6898,0,0,10288,0,1.13557325
20,79,6,64,0,7264,0,0,12016,0,0.82841682
20,79,6,64,0,5296,0,0,10019,0,1.08410836
20,79,6,63,0,6358,0,0,8742,0,0.93764507
20,79,6,63,0,5269,0,0,12481,0,1.05520923
20,80,6,64,0,8036,0,0,11824,0,1.05774556
20,80,6,64,0,7276,0,0,11653,0,1.16093599
20,80,6,64,0,7600,0,0,14980,0,1.13786986
20,80,6,63,0,8771,0,0,7713,0,0.8617702
20,81,6,63,0,8024,0,0,7237,0,1.39054789
20,81,6,63,0,6989,0,0,11100,0,1.12516378
20,81,6,63,0,3876,0,0,14001,0,1.10601223
20,81,6,63,0,3273,0,0,11359,0,1.05698504
20,82,6,64,0,11550,0,0,18034,0,0.97323641
20,82,6,63,0,10168,0,0,12359,0,0.90648996
20,82,6,63,0,9408,0,0,11104,0,0.88544838
20,82,6,64,0,7422,0,0,11222,0,1.04494562
20,83,6,63,0,11266,0,0,16266,0,0.97561885
20,83,6,64,0,17940,0,0,14554,0,1.0035386
20,83,6,63,0,12680,0,0,12873,0,1.16275791
20,83,6,63,0,9063,0,0,9092,0,0.96805698
20,84,6,64,0,18282,0,0,7051,0,0.91216964
20,84,6,64,0,10700,0,0,12187,0,1.17674413
20,84,6,63,0,9886,0,0,8007,0,0.94846651
20,84,6,64,0,6239,0,0,9742,0,1.03730238
20,85,6,63,0,9804,0,0,12378,0,0.95902127
20,85,6,64,0,5818,0,0,11096,0,1.06083146
20,85,6,64,0,3199,0,0,10141,0,0.95513702
20,85,6,64,0,8137,0,0,10890,0,0.99013781
20,86,6,63,0,2915,0,0,12378,0,1.01345042
20,86,6,63,0,4280,0,0,14705,0,1.00487923
20,86,6,64,0,11215,0,0,16496,0,1.05059423
20,86,6,64,0,8251,0,0,11310,0,1.05003298
20,87,6,64,0,7678,0,0,11703,0,1.00422823
20,87,6,64,0,9757,0,0,8122,0,1.00099905
20,87,6,63,0,14943,0,0,12428,0,1.04120895
20,87,6,63,0,5316,0,0,9566,0,1.0296806
20,88,6,64,0,15504,0,0,8489,0,0.90536664
20,88,6,63,0,4436,0,0,8985,0,0.99711011
20,88,6,64,0,9554,0,0,11955,0,1.32374773
20,88,6,64,0,13594,0,0,7463,0,0.97687824
20,89,6,63,0,17873,0,0,10320,0,1.06763282
20,89,6,64,0,12274,0,0,15010,0,1.09859603
20,89,6,63,0,3969,0,0,14049,0,1.06332111
20,89,6,63,0,4898,0,0,11289,0,0.92398336
20,90,6,64,0,14895,0,0,6712,0,1.2518609
20,90,6,64,0,5352,0,0,13626,0,0.99506479
20,90,6,63,0,5049,0,0,11578,0,0.89415812
20,90,6,63,0,6397,0,0,12587,0,1.09338051
20,91,6,63,0,7324,0,0,13177,0,1.02366567
20,91,6,64,0,8488,0,0,14672,0,0.88707125
20,91,6,63,0,9797,0,0,9674,0,0.955165
20,91,6,64,0,6099,0,0,14862,0,1.15400527
20,92,6,63,0,4729,0,0,14233,0,0.88069988
20,92,6,63,0,3004,0,0,8875,0,0.97966276
20,92,6,63,0,7010,0,0,5416,0,1.12872118
20,92,6,64,0,3693,0,0,9023,0,1.05441676
20,93,6,63,0,12574,0,0,9286,0,1.00279995
20,93,6,63,0,12372,0,0,11038,0,1.15529465
20,93,6,63,0,5869,0,0,12630,0,0.96377228
20,93,6,64,0,4676,0,0,9877,0,0.94528154
20,94,6,64,0,10724,0,0,9828,0,0.99353396
20,94,6,64,0,4910,0,0,8813,0,0.91185627
20,94,6,64,0,10760,0,0,5576,0,1.10452954
20,94,6,63,0,6587,0,0,15732,0,0.95020002
20,95,6,63,0,7813,0,0,13157,0,0.99958262
20,95,6,64,0,6736,0,0,11366,0,0.94116865
20,95,6,63,0,8186,0,0,12632,0,1.05762349
20,95,6,64,0,9025,0,0,15807,0,1.14695643
20,96,6,64,0,13075,0,0,7554,0,0.96560046
20,96,6,64,0,6580,0,0,11429,0,1.01287161
20,96,6,64,0,8557,0,0,14294,0,1.12055128
20,96,6,63,0,7666,0,0,9294,0,1.36943694
20,97,6,64,0,9025,0,0,11738,0,1.24926996
20,97,6,63,0,5399,0,0,12459,0,1.041906
20,97,6,64,0,8724,0,0,14994,0,0.93334779
20,97,6,63,0,7599,0,0,9504,0,0.88875417
20,98,6,63,0,4614,0,0,10295,0,0.9350043
20,98,6,64,0,3547,0,0,9716,0,1.0551242
20,98,6,63,0,12328,0,0,14390,0,0.91211233
20,98,6,63,0,7550,0,0,11376,0,0.95528122
20,99,6,64,0,3824,0,0,12763,0,1.32339784
20,99,6,63,0,3247,0,0,12369,0,0.87558808
20,99,6,63,0,7155,0,0,10146,0,1.01580362
20,99,6,63,0,6221,0,0,10114,0,1.00770566
20,100,6,63,0,13043,0,0,15027,0,0.96142235
20,100,6,64,0,3707,0,0,7468,0,1.14779603
20,100,6,63,0,12164,0,0,9154,0,1.03228321
20,100,6,64,0,4114,0,0,12293,0,1.17960773
20,101,6,63,0,5949,0,0,14683,0,1.1657749
20,101,6,64,0,12200,0,0,21456,0,1.01205349
20,101,6,64,0,6789,0,0,11293,0,1.01457241
20,101,6,63,0,6538,0,0,10140,0,1.02212609
20,102,6,64,0,11175,0,0,11316,0,0.97170669
20,102,6,63,0,7643,0,0,8822,0,0.95121939
20,102,6,63,0,3899,0,0,13440,0,1.05556049
20,102,6,64,0,4403,0,0,8859,0,0.99007289
20,103,6,63,0,11259,0,0,14953,0,0.90661578
20,103,6,64,0,15312,0,0,9109,0,0.83697361
20,103,6,63,0,14093,0,0,6693,0,1.09226186
20,103,6,63,0,11194,0,0,9239,0,1.0080706
20,104,6,63,0,6974,0,0,8294,0,1.04032861
20,104,6,63,0,7474,0,0,15527,0,1.00046854
20,104,6,64,0,6947,0,0,15885,0,1.08966622
20,104,6,64,0,7058,0,0,10048,0,0.91109662
20,105,6,64,0,11646,0,0,12577,0,0.9963252
20,105,6,63,0,5754,0,0,10508,0,0.95106384
20,105,6,64,0,8468,0,0,9540,0,1.35161825
20,105,6,63,0,4290,0,0,6750,0,1.03956028
20,106,6,63,0,9748,0,0,12001,0,0.89737174
20,106,6,64,0,9034,0,0,19779,0,1.03000018
20,106,6,63,0,10638,0,0,13053,0,1.27820217
20,106,6,63,0,11120,0,0,7481,0,1.12993214
20,107,6,64,0,3922,0,0,9115,0,1.01402893
20,107,6,63,0,5706,0,0,9334,0,0.97353995
20,107,6,64,0,9682,0,0,9518,0,1.03069202
20,107,6,63,0,3810,0,0,11063,0,0.92119174
20,108,6,63,0,5373,0,0,10339,0,0.90068495
20,108,11,108,0,6394,0,0,8276,0,0.89797611
20,108,11,108,0,10217,0,0,9309,0,1.05662934
20,108,11,108,0,18185,0,0,17110,0,1.23723191
20,109,11,107,0,7151,0,0,6591,0,1.06933788
20,109,11,108,0,3971,0,0,11837,0,0.97360106
20,109,11,109,0,11906,0,0,12177,0,0.99806291
20,109,11,107,0,19304,0,0,11239,0,1.18840979
20,110,11,107,0,8266,0,0,16534,0,1.19962939
20,110,11,108,0,12850,0,0,8696,0,0.97173608
20,110,11,107,0,6474,0,0,9923,0,0.82962298
20,110,11,107,0,7989,0,0,8523,0,1.07847163
20,111,11,108,0,5115,0,0,13553,0,1.10522462
20,111,11,107,0,5355,0,0,9174,0,0.92169533
20,111,11,109,0,11197,0,0,9870,0,1.07999518
20,111,11,108,0,6204,0,0,9589,0,0.93382384
20,112,11,108,0,6250,0,0,8419,0,1.025873
20,112,11,108,0,4385,0,0,11112,0,1.06678256
20,112,11,108,0,3711,0,0,15049,0,1.05207824
20,112,11,108,0,17339,0,0,12424,0,0.95347568
20,113,11,108,0,6293,0,0,9831,0,1.05150672
20,113,11,108,0,5190,0,0,13930,0,1.01266968
20,113,11,108,0,10198,0,0,9395,0,0.87442798
20,113,11,107,0,9792,0,0,10802,0,0.90773588
20,114,11,107,0,7992,0,0,12704,0,1.12280431
20,114,11,108,0,5554,0,0,18920,0,1.1834059
20,114,11,109,0,10433,0,0,9288,0,0.9402919
20,114,11,107,0,3285,0,0,16298,0,0.86896017
20,115,11,107,0,3108,0,0,9649,0,1.33293769
20,115,11,109,0,6442,0,0,14013,0,0.93344517
20,115,11,107,0,8505,0,0,15270,0,1.31282482
20,115,11,109,0,5757,0,0,7727,0,1.0299786
20,116,11,108,0,4384,0,0,7562,0,1.00545428
20,116,11,107,0,4992,0,0,12139,0,1.27460499
20,116,11,108,0,7228,0,0,10708,0,0.99390801
20,116,11,109,0,7500,0,0,9562,0,1.08301098
20,117,11,107,0,5850,0,0,10327,0,1.01637522
20,117,11,108,0,7925,0,0,10712,0,0.93743275
20,117,11,107,0,8680,0,0,16865,0,0.95392894
20,117,11,108,0,4237,0,0,16769,0,1.10017769
20,118,11,109,0,5792,0,0,12391,0,1.35472645
20,118,11,109,0,4562,0,0,9082,0,1.01160001
20,118,11,108,0,6453,0,0,9300,0,0.94293495
20,118,11,107,0,4965,0,0,12135,0,1.18633928
20,119,11,109,0,9203,0,0,8060,0,1.17760819
20,119,11,109,0,9759,0,0,13068,0,1.14558389
20,119,11,108,0,9231,0,0,18627,0,0.95503542
20,119,11,109,0,8562,0,0,5827,0,0.97377405
20,120,11,107,0,5291,0,0,7716,0,0.95627649
20,120,11,107,0,6135,0,0,14099,0,1.07207736
20,120,11,108,0,8544,0,0,11614,0,1.2141272
20,120,11,107,0,8089,0,0,12859,0,1.18922445
20,121,11,108,0,7162,0,0,11044,0,0.8840541
20,121,11,109,0,12312,0,0,15182,0,0.94470476
20,121,11,107,0,10007,0,0,13276,0,0.94306128
20,121,11,109,0,3499,0,0,12301,0,0.94078222
20,122,11,107,0,4539,0,0,16125,0,0.92518901
20,122,11,108,0,13036,0,0,8895,0,0.93586532
20,122,11,109,0,10395,0,0,13757,0,1.11856344
20,122,11,109,0,7407,0,0,8527,0,0.86332775
20,123,11,107,0,9636,0,0,17606,0,1.02203686
20,123,11,108,0,6154,0,0,10824,0,1.03018005
20,123,11,108,0,9008,0,0,9590,0,0.90967982
20,123,11,109,0,8666,0,0,15113,0,0.9639934
20,124,11,107,0,10640,0,0,12126,0,0.95271529
20,124,11,108,0,5428,0,0,16748,0,0.8982405
20,124,11,107,0,9652,0,0,8137,0,1.02299329
20,124,11,107,0,6801,0,0,13880,0,0.93139146
